STOP_ID;sensor_ID;geometry
S04450;27558@1;LINESTRING (-79.96553900000001 40.41741399336031, -79.96536164 40.4184085133608)
N71275;26516@1;LINESTRING (-79.86747299999999 40.49576899339734, -79.86961252999998 40.49036259339478)
P00920;5284@1;LINESTRING (-80.00071 40.44443899337311, -80.00204816999999 40.44246929337221)
N10810;27488@1;LINESTRING (-80.03181499999999 40.47657799338826, -80.03505661 40.47393861338701)
W03360;6708@1;LINESTRING (-80.05771899999999 40.46415799338243, -80.05458841999999 40.4640625933824)
N05000;27680@1;LINESTRING (-80.0065 40.45226599337676, -80.00484320999999 40.44816330337484)
E19840;27442@1;LINESTRING (-79.951295 40.44366599337273, -79.95407179999999 40.4438431333728)
E01225;5989@1;LINESTRING (-79.96212800000001 40.43895499337049, -79.96408540999998 40.4363989233693)
W70085;27677@1;LINESTRING (-80.07617799999998 40.4735019933868, -80.07531659999999 40.47166608338593)
N14830;6700@2;LINESTRING (-80.028994 40.45631499337868, -80.02688846 40.44992183337568)
E29140;27479@1;LINESTRING (-79.92100600000001 40.46954699338493, -79.92005607 40.47176872338601)
X03410;27566@1;LINESTRING (-80.01760199999998 40.39216999334839, -80.02190573999999 40.39513533334983)
E11760;27426@1;LINESTRING (-79.95564300000001 40.47850199338919, -79.95539186999999 40.46931751338487)
E17307;1378@2;LINESTRING (-79.96624499999999 40.4593239933801, -79.96763936000001 40.45524709337824)
E13950;27387@1;LINESTRING (-79.96750499999999 40.44700199337429, -79.96418982999998 40.44887075337524)
N45670;5719@1;LINESTRING (-79.99414300000001 40.46653499338354, -79.995092 40.47486924338745)
N13610;27849@1;LINESTRING (-80.001272 40.45162699337651, -79.99862970999999 40.4511809933763)
S01280;102@2;LINESTRING (-79.847179 40.37334499333948, -79.8422005 40.36651182333624)
S01290;102@2;LINESTRING (-79.846795 40.37304799333935, -79.8422005 40.36651182333624)
S16270;27391@1;LINESTRING (-79.974824 40.42828999336545, -79.97196524 40.43577191336899)
N71205;24434@1;LINESTRING (-80.007138 40.45715399337912, -80.00824579999998 40.44812303337483)
S02610;27578@1;LINESTRING (-79.90918999999998 40.40798399335587, -79.90567972999999 40.40670513335526)
N17300;33162@1;LINESTRING (-79.968964 40.47820099338902, -79.97236186000001 40.48868068339397)
S02910;27578@1;LINESTRING (-79.91206999999999 40.40624899335506, -79.90567972999999 40.40670513335526)
E12030;27470@1;LINESTRING (-79.96091199999999 40.46970499338505, -79.96075939999999 40.46748011338398)
E13910;5935@1;LINESTRING (-79.94158599999999 40.45489299337802, -79.94203211999998 40.45591310337855)
E18965;5978@1;LINESTRING (-79.70594799999999 40.46670599338363, -79.70709214999999 40.47252121338635)
S16590;27559@1;LINESTRING (-79.96694899999999 40.4270269933649, -79.96684881 40.42285580336293)
E41175;27436@1;LINESTRING (-79.922884 40.43838699337025, -79.92014566 40.44265309337226)
E70000;27452@1;LINESTRING (-79.878697 40.41571899335953, -79.87660102 40.41409663335878)
E70780;1378@2;LINESTRING (-79.972112 40.45089599337616, -79.96763936000001 40.45524709337824)
E41100;8051@1;LINESTRING (-79.922754 40.43614799336921, -79.91755092 40.43803978337009)
E19310;5989@1;LINESTRING (-79.96271099999998 40.43726399336968, -79.96408540999998 40.4363989233693)
P00490;27772@1;LINESTRING (-79.99612499999999 40.43918299337061, -79.99674324999998 40.43714394336966)
S27545;39232@1;LINESTRING (-79.868202 40.38390899334447, -79.87257029999999 40.38267390334391)
E35350;5935@1;LINESTRING (-79.94690200000002 40.46059099338075, -79.94203211999998 40.45591310337855)
W00460;39005@1;LINESTRING (-80.15387700000001 40.51474899340629, -80.15277036999998 40.51379339340584)
P70018;27785@1;LINESTRING (-79.99336799999999 40.44430299337307, -79.99435856999999 40.44626614337395)
N43350;27377@1;LINESTRING (-80.009967 40.46768099338404, -80.01012181 40.4655815833831)
E00975;27442@1;LINESTRING (-79.95202099999999 40.44629599337399, -79.95407179999999 40.4438431333728)
S16300;27559@1;LINESTRING (-79.97098699999998 40.42822099336543, -79.96684881 40.42285580336293)
E41170;27436@1;LINESTRING (-79.92282499999999 40.43788099336999, -79.92014566 40.44265309337226)
E15660;5286@1;LINESTRING (-79.95052800000001 40.44957899337551, -79.95532253999998 40.44993965337574)
E70815;25091@1;LINESTRING (-79.92502599999999 40.45870099337981, -79.92472955 40.4600420733805)
S08390;27568@1;LINESTRING (-79.978757 40.38573199334538, -79.98281197999999 40.3843736233447)
W16930;5491@1;LINESTRING (-80.053752 40.42773999336524, -80.05270059 40.43189520336719)
E13480;5935@1;LINESTRING (-79.93643299999999 40.45657499337887, -79.94203211999998 40.45591310337855)
E46200;27471@1;LINESTRING (-79.95533699999999 40.46551699338305, -79.95762417 40.46399928338235)
E41890;27428@1;LINESTRING (-79.930728 40.46321499338202, -79.92993197999999 40.46960733338499)
S30640;27763@1;LINESTRING (-79.856199 40.3520539933294, -79.84960968 40.34943842332816)
E13630;8054@1;LINESTRING (-79.947182 40.45335899337735, -79.94500005999998 40.44723338337442)
E51040;27472@1;LINESTRING (-79.886871 40.44363599337272, -79.88528305 40.44196686337193)
S16230;27506@1;LINESTRING (-79.97797800000001 40.42847499336555, -79.98216102000001 40.42776046336521)
P02670;3923@1;LINESTRING (-79.99648699999999 40.44338999337261, -79.99528544 40.44226041337205)
S11298;6088@1;LINESTRING (-79.89622200000001 40.28877499329938, -79.89385059999999 40.28718136329865)
N43360;27377@1;LINESTRING (-80.009872 40.46743899338396, -80.01012181 40.4655815833831)
E41180;27436@1;LINESTRING (-79.92309399999999 40.43818699337017, -79.92014566 40.44265309337226)
E13880;30383@1;LINESTRING (-79.958825 40.44835199337492, -79.95598607999999 40.44598802337381)
N41350;27541@1;LINESTRING (-79.99956 40.47691099338844, -80.00021597 40.47417781338716)
W12703;54@2;LINESTRING (-80.15670799999998 40.45303599337717, -80.16024964 40.44281454337234)
E41290;3677@1;LINESTRING (-79.924745 40.42817699336543, -79.92591796999999 40.4278782933653)
W08530;21666@1;LINESTRING (-80.05738699999999 40.47398399338704, -80.05782566999999 40.47569959338784)
E41120;5287@1;LINESTRING (-79.922725 40.43462299336845, -79.92746902 40.43058326336659)
E45710;5935@1;LINESTRING (-79.93840699999998 40.46467999338265, -79.94203211999998 40.45591310337855)
S08460;27549@1;LINESTRING (-79.98670399999999 40.39506599334978, -79.98803099 40.39728495335085)
E29210;27433@1;LINESTRING (-79.925279 40.45739599337925, -79.92527362 40.4557003433784)
E13340;5286@1;LINESTRING (-79.95177199999999 40.45196999337666, -79.95532253999998 40.44993965337574)
N38770;27680@1;LINESTRING (-80.00570399999999 40.45547799337833, -80.00484320999999 40.44816330337484)
E41900;27428@1;LINESTRING (-79.93090299999999 40.46324699338196, -79.92993197999999 40.46960733338499)
S70011;12004@1;LINESTRING (-79.982479 40.36553699333581, -79.97793563999998 40.35287446332983)
X04400;27566@1;LINESTRING (-80.017284 40.39158199334816, -80.02190573999999 40.39513533334983)
E70426;6880@1;LINESTRING (-79.92162099999999 40.46026899338055, -79.92185378999999 40.46206069338142)
E19460;25103@2;LINESTRING (-79.96127499999999 40.43828899337021, -79.96360178 40.4356147633689)
E13190;30383@1;LINESTRING (-79.95892099999999 40.44823699337487, -79.95598607999999 40.44598802337381)
N33220;27377@1;LINESTRING (-80.00552999999999 40.46204199338143, -80.01012181 40.4655815833831)
N10820;27488@1;LINESTRING (-80.03156300000001 40.47638599338818, -80.03505661 40.47393861338701)
E17293;27452@1;LINESTRING (-79.87873099999999 40.41524399335933, -79.87660102 40.41409663335878)
S04260;38779@1;LINESTRING (-79.98615799999997 40.41760299336045, -79.98640495999999 40.41761039336045)
W26160;27838@1;LINESTRING (-80.07223399999999 40.42647499336464, -80.0689857 40.43626763336921)
E41250;27447@1;LINESTRING (-79.92865500000001 40.42308099336302, -79.92684174 40.4253833933641)
N71209;27517@1;LINESTRING (-79.888412 40.49518199339703, -79.88210205 40.49554416339721)
S27480;10605@1;LINESTRING (-79.862996 40.38492799334499, -79.86926742999998 40.3909368633478)
S08730;38779@1;LINESTRING (-79.98971400000001 40.41210199335784, -79.98640495999999 40.41761039336045)
P00680;38268@1;LINESTRING (-79.99462699999999 40.43926099337068, -79.99321322 40.4402887333711)
X03110;27566@1;LINESTRING (-80.02335699999999 40.39602999335019, -80.02190573999999 40.39513533334983)
S04550;27558@1;LINESTRING (-79.96577299999998 40.41721799336025, -79.96536164 40.4184085133608)
E13600;5286@1;LINESTRING (-79.95080899999999 40.45225099337683, -79.95532253999998 40.44993965337574)
E14000;8054@1;LINESTRING (-79.947424 40.45313399337721, -79.94500005999998 40.44723338337442)
P00580;8053@1;LINESTRING (-80.00123499999998 40.44108999337151, -80.00114740999999 40.44103899337151)
S30740;6031@1;LINESTRING (-79.86092600000001 40.35204499332941, -79.86463246 40.34947504332818)
S09550;27549@1;LINESTRING (-79.990073 40.40379699335387, -79.98803099 40.39728495335085)
E57950;10548@2;LINESTRING (-79.87097199999999 40.45508399337815, -79.86691457999999 40.45258031337694)
E45610;27471@1;LINESTRING (-79.957874 40.46526599338295, -79.95762417 40.46399928338235)
E42132;5286@1;LINESTRING (-79.94967499999998 40.452740993377, -79.95532253999998 40.44993965337574)
E42794;6098@1;LINESTRING (-79.96995499999998 40.44153699337178, -79.97139423 40.43673855336947)
E12230;27426@1;LINESTRING (-79.95607199999999 40.47783599338887, -79.95539186999999 40.46931751338487)
N30190;27611@1;LINESTRING (-80.055447 40.49558099339726, -80.05923139999999 40.49034079339476)
E55498;5939@2;LINESTRING (-79.86556499999999 40.46214499338145, -79.86854568 40.46091124338086)
E46190;27426@1;LINESTRING (-79.95509799999999 40.46569099338316, -79.95539186999999 40.46931751338487)
E41140;27436@1;LINESTRING (-79.92307800000002 40.43706799336962, -79.92014566 40.44265309337226)
S16170;27506@1;LINESTRING (-79.98213799999999 40.42873999336567, -79.98216102000001 40.42776046336521)
E28960;6880@2;LINESTRING (-79.92277099999998 40.46571799338314, -79.92172131000001 40.46213426338146)
N10250;5294@1;LINESTRING (-80.035989 40.484427993392, -80.04168799 40.48195196339081)
E18280;27396@1;LINESTRING (-79.95181199999999 40.46332399338201, -79.95515371 40.461133123381)
S03530;27578@1;LINESTRING (-79.909999 40.4065379933552, -79.90567972999999 40.40670513335526)
S70109;5998@1;LINESTRING (-79.834862 40.32232299331532, -79.83376508000001 40.317459793313)
E11770;27426@1;LINESTRING (-79.95440199999999 40.48018999338996, -79.95539186999999 40.46931751338487)
W03540;27631@1;LINESTRING (-80.04079300000001 40.4439909933729, -80.04478818999999 40.4423847733721)
S02840;27578@1;LINESTRING (-79.90753599999999 40.40861799335617, -79.90567972999999 40.40670513335526)
E39530;3134@1;LINESTRING (-79.89022499999999 40.42177799336238, -79.88740474999999 40.41707515336021)
W70072;54@1;LINESTRING (-80.161396 40.45157899337648, -80.16083072000001 40.44289917337236)
E35270;27396@1;LINESTRING (-79.95164599999998 40.4631159933819, -79.95515371 40.461133123381)
E28880;27433@1;LINESTRING (-79.92400600000001 40.45210399337673, -79.92527362 40.4557003433784)
E01990;27434@1;LINESTRING (-79.92745100000002 40.45043199337593, -79.92877515000001 40.45275981337701)
E41260;27447@1;LINESTRING (-79.92875100000002 40.42334799336315, -79.92684174 40.4253833933641)
E35260;27396@1;LINESTRING (-79.94825400000001 40.461151993381, -79.95515371 40.461133123381)
S16090;103@1;LINESTRING (-79.98652 40.42865299336567, -79.98685137999999 40.42874020336568)
W16940;5491@1;LINESTRING (-80.05365999999999 40.42827199336545, -80.05270059 40.43189520336719)
S08130;27549@1;LINESTRING (-79.98690599999999 40.39511699334977, -79.98803099 40.39728495335085)
E51340;8051@1;LINESTRING (-79.91946899999999 40.4381219933701, -79.91755092 40.43803978337009)
E41300;3677@1;LINESTRING (-79.92509799999999 40.42816099336539, -79.92591796999999 40.4278782933653)
P02060;3923@1;LINESTRING (-79.99417099999998 40.4429889933724, -79.99528544 40.44226041337205)
E70228;26004@1;LINESTRING (-79.89167799999998 40.44983799337564, -79.88981764 40.44536785337353)
S04110;27578@1;LINESTRING (-79.911022 40.40718699335548, -79.90567972999999 40.40670513335526)
N10755;27488@1;LINESTRING (-80.029011 40.47376899338695, -80.03505661 40.47393861338701)
S09750;27568@1;LINESTRING (-79.976765 40.38274899334395, -79.98281197999999 40.3843736233447)
S47500;27556@1;LINESTRING (-79.993844 40.42167299336236, -79.99192044999999 40.42210680336253)
W00620;26515@2;LINESTRING (-80.155914 40.51415099340601, -80.15787616999999 40.51504353340641)
E29077;25091@2;LINESTRING (-79.924902 40.4603359933806, -79.92468519000001 40.46011240338053)
E28910;27433@1;LINESTRING (-79.925101 40.45702899337905, -79.92527362 40.4557003433784)
W70099;13235@1;LINESTRING (-80.08267099999998 40.41568699335951, -80.08630671000002 40.41683604336004)
E48020;19155@1;LINESTRING (-79.852317 40.40999899335682, -79.85383508 40.41176812335767)
E46250;5935@1;LINESTRING (-79.94502599999998 40.465379993383, -79.94203211999998 40.45591310337855)
P00330;21564@2;LINESTRING (-79.99514099999999 40.43578399336901, -79.99462484999999 40.43593735336909)
E00910;27432@1;LINESTRING (-79.934107 40.44852899337505, -79.93491467 40.44712716337439)
E00970;27442@1;LINESTRING (-79.95180599999999 40.44670399337419, -79.95407179999999 40.4438431333728)
N70000;27680@1;LINESTRING (-80.003731 40.45610699337862, -80.00484320999999 40.44816330337484)
E70791;279@1;LINESTRING (-79.97388299999999 40.45002399337576, -79.97822714 40.45401520337762)
E70271;19400@1;LINESTRING (-79.96044699999999 40.44061399337131, -79.95728803 40.44131845337165)
WP0016;5879@1;LINESTRING (nan nan, -79.86152302000001 40.62539822345833)
S48230;25094@1;LINESTRING (-79.90656399999999 40.41172999335765, -79.90463025999999 40.40894459335632)
E45720;5935@1;LINESTRING (-79.938892 40.46440299338253, -79.94203211999998 40.45591310337855)
E20450;27474@1;LINESTRING (-79.89646199999999 40.4573349933792, -79.89566277999998 40.45898835337998)
N10260;5294@1;LINESTRING (-80.035691 40.48425899339188, -80.04168799 40.48195196339081)
N43430;5701@1;LINESTRING (-80.018237 40.48934899339428, -80.01578591000001 40.48550345339248)
E18530;27432@1;LINESTRING (-79.934735 40.45374599337751, -79.93491467 40.44712716337439)
S04290;38779@1;LINESTRING (-79.98718100000001 40.41794299336061, -79.98640495999999 40.41761039336045)
E70182;27472@1;LINESTRING (-79.88436799999999 40.44250899337221, -79.88528305 40.44196686337193)
E12080;5947@1;LINESTRING (-79.967077 40.46291299338183, -79.96524813000001 40.465439153383)
W24110;21648@1;LINESTRING (-80.08287499999999 40.4014249933528, -80.08181089999999 40.40839705335609)
E27550;27472@1;LINESTRING (-79.88593 40.44382199337282, -79.88528305 40.44196686337193)
E11780;27426@1;LINESTRING (-79.95440000000001 40.48055499339014, -79.95539186999999 40.46931751338487)
E13380;5935@1;LINESTRING (-79.94143599999998 40.45507999337814, -79.94203211999998 40.45591310337855)
E39300;8054@1;LINESTRING (-79.94742199999999 40.45353399337739, -79.94500005999998 40.44723338337442)
S08380;38779@1;LINESTRING (-79.987013 40.41643099335985, -79.98640495999999 40.41761039336045)
S08550;38779@1;LINESTRING (-79.98743599999999 40.41548599335943, -79.98640495999999 40.41761039336045)
S27220;6108@1;LINESTRING (-79.98114200000001 40.34175099332455, -79.97895033 40.34509806332609)
N38390;27849@1;LINESTRING (-80.00274 40.45611199337858, -79.99862970999999 40.4511809933763)
W08086;5293@1;LINESTRING (-80.04490200000001 40.41674199336004, -80.04343240999999 40.41387135335866)
S30830;27763@1;LINESTRING (-79.85095999999999 40.35264999332966, -79.84960968 40.34943842332816)
S70042;31189@1;LINESTRING (-79.96645799999999 40.42780299336527, -79.96351187999998 40.42473597336378)
E28970;27433@1;LINESTRING (-79.92539299999999 40.45502899337811, -79.92527362 40.4557003433784)
S02570;27578@1;LINESTRING (-79.910404 40.40717499335548, -79.90567972999999 40.40670513335526)
E13390;27399@1;LINESTRING (-79.980266 40.44372099337279, -79.98497465999999 40.43943031337075)
S08840;27549@1;LINESTRING (-79.99028199999999 40.40388299335393, -79.98803099 40.39728495335085)
E70788;279@1;LINESTRING (-79.98099499999999 40.44700099337435, -79.97822714 40.45401520337762)
S70472;31189@1;LINESTRING (-79.965665 40.42619999336451, -79.96351187999998 40.42473597336378)
E01890;8055@1;LINESTRING (-79.91522900000001 40.45371299337751, -79.91667276999999 40.45343136337732)
E28860;27433@1;LINESTRING (-79.92412099999999 40.45195499337663, -79.92527362 40.4557003433784)
S00982;33699@1;LINESTRING (-79.94381499999999 40.40877499335626, -79.94453208 40.41094643335725)
N13550;27849@1;LINESTRING (-80.00181600000001 40.45344899337737, -79.99862970999999 40.4511809933763)
E46800;6880@2;LINESTRING (-79.92025799999998 40.45953599338024, -79.92172131000001 40.46213426338146)
W21910;12100@1;LINESTRING (-80.05380999999998 40.44351199337265, -80.05493162 40.43785322336998)
E01980;27433@1;LINESTRING (-79.92400500000001 40.4518349933766, -79.92527362 40.4557003433784)
E59520;27472@1;LINESTRING (-79.88443199999999 40.44463399337319, -79.88528305 40.44196686337193)
E30375;5978@1;LINESTRING (-79.70577900000001 40.4670129933838, -79.70709214999999 40.47252121338635)
S08320;12004@1;LINESTRING (-79.98293999999999 40.36483099333546, -79.97793563999998 40.35287446332983)
E70046;27474@1;LINESTRING (-79.896039 40.45741999337924, -79.89566277999998 40.45898835337998)
W70040;71@1;LINESTRING (-80.07254300000001 40.48051499339014, -80.07224011999999 40.48416042339185)
E05710;27375@1;LINESTRING (-79.98730499999999 40.44430299337307, -79.98695748999998 40.43863049337036)
N53620;27613@1;LINESTRING (-80.037758 40.51757099340761, -80.03671555 40.51802381340783)
E70451;668@1;LINESTRING (-79.948358 40.48316199339141, -79.94931802999999 40.49267278339585)
