,STOP_ID,geom_from_node,sensor_ID,geom_to_node,geometry
137,E19200,POINT (-8900401.052216999 4117486.147797351),27442@1,POINT (-8900446.559624834 4117553.100639452),"LINESTRING (-79.95366300000001 40.44305199337243, -79.95407179999999 40.4438431333728)"
138,P01610,POINT (-8904653.122806828 4117569.760448262),27409@1,POINT (-8904621.456864476 4117402.526319909),"LINESTRING (-79.99186 40.44403999337294, -79.99157553999999 40.44206390337199)"
139,W20130,POINT (-8915980.994189952 4112821.135452977),21469@1,POINT (-8915569.314675489 4112738.648405076),"LINESTRING (-80.09361999999999 40.38795099334639, -80.08992182 40.38697709334593)"
140,E13170,POINT (-8898696.41685448 4118582.325292101),5935@1,POINT (-8899106.308577919 4118574.465608963),"LINESTRING (-79.93834999999999 40.45600599337855, -79.94203211999998 40.45591310337855)"
141,P03000,POINT (-8905551.471097531 4117084.908721083),27771@1,POINT (-8905624.990942029 4117099.448940334),"LINESTRING (-79.99993000000001 40.43831099337018, -80.00059044 40.43848279337031)"
142,N13585,POINT (-8905675.926288236 4118200.032262001),27849@1,POINT (-8905406.723476846 4118174.054371698),"LINESTRING (-80.00104799999998 40.45148799337642, -79.99862970999999 40.4511809933763)"
143,W26170,POINT (-8912889.540611133 4117553.511930647),27645@1,POINT (-8912510.68142214 4117246.67294754),"LINESTRING (-80.065849 40.44384799337279, -80.06244564999999 40.44022234337111)"
144,N71286,POINT (-8887038.817139627 4125737.222871463),5889@2,POINT (-8887697.526849303 4125519.493823006),"LINESTRING (-79.833628 40.54061899341842, -79.83954529 40.53804260341721)"
145,E01660,POINT (-8896743.539027493 4118312.235097543),8055@1,POINT (-8896283.318649072 4118364.47467408),"LINESTRING (-79.92080699999998 40.45281399337705, -79.91667276999999 40.45343136337732)"
146,S08370,POINT (-8904541.803316034 4114272.237712892),27549@1,POINT (-8904226.879363386 4113611.640435752),"LINESTRING (-79.99085999999998 40.40508599335451, -79.98803099 40.39728495335085)"
147,S08930,POINT (-8904086.172640217 4113111.130908674),27546@1,POINT (-8903624.321431255 4113021.583656439),"LINESTRING (-79.98676699999999 40.39137499334801, -79.98261811999998 40.39031768334755)"
148,P03150,POINT (-8905662.011351887 4116963.795229211),5987@1,POINT (-8905684.737225933 4116920.83614638),"LINESTRING (-80.00092299999999 40.43687999336956, -80.00112715 40.43637242336931)"
149,E13690,POINT (-8898202.937551795 4118693.674589697),27434@1,POINT (-8897630.549428059 4118307.650562854),"LINESTRING (-79.93391700000001 40.45732199337919, -79.92877515000001 40.45275981337701)"
150,E70234,POINT (-8896975.417526815 4118846.903281344),25091@2,POINT (-8897175.257163495 4118929.769457335),"LINESTRING (-79.92288999999998 40.45913299338007, -79.92468519000001 40.46011240338053)"
151,S08770,POINT (-8903114.687444067 4112527.059820294),27568@1,POINT (-8903645.901827741 4112518.134831966),"LINESTRING (-79.97804000000001 40.38447899334476, -79.98281197999999 40.3843736233447)"
152,S16060,POINT (-8904300.462659996 4116264.401934943),27394@1,POINT (-8904290.216814063 4116326.957193062),"LINESTRING (-79.988692 40.42861699336563, -79.98859996 40.42935601336598)"
153,S48620,POINT (-8903028.192199718 4116415.917524127),27506@1,POINT (-8903573.437292015 4116191.899051495),"LINESTRING (-79.97726299999999 40.43040699336649, -79.98216102000001 40.42776046336521)"
154,S08790,POINT (-8904578.093470035 4114588.323985991),38779@1,POINT (-8904045.870531771 4115332.654637319),"LINESTRING (-79.99118600000001 40.40881899335626, -79.98640495999999 40.41761039336045)"
155,S45375,POINT (-8895538.394220166 4114773.242964753),27578@1,POINT (-8895059.579034001 4114409.3381254),"LINESTRING (-79.90998099999999 40.41100299335729, -79.90567972999999 40.40670513335526)"
156,E15680,POINT (-8900211.80908265 4118226.856215053),5286@1,POINT (-8900585.791364748 4118069.01280795),"LINESTRING (-79.95196300000001 40.45180499337658, -79.95532253999998 40.44993965337574)"
157,P70019,POINT (-8904905.372772966 4117218.2068005),38268@1,POINT (-8904803.762568161 4117252.291683763),"LINESTRING (-79.99412599999999 40.43988599337094, -79.99321322 40.4402887333711)"
158,E17316,POINT (-8893123.763145369 4117757.376740258),26004@1,POINT (-8893293.819252286 4117682.132929827),"LINESTRING (-79.88828999999998 40.44625699337399, -79.88981764 40.44536785337353)"
159,S09530,POINT (-8904570.078466697 4114567.24081518),38779@1,POINT (-8904045.870531771 4115332.654637319),"LINESTRING (-79.991114 40.4085699933562, -79.98640495999999 40.41761039336045)"
160,E01335,POINT (-8901016.871640066 4117321.119278152),19400@1,POINT (-8900804.588710709 4117339.438522616),"LINESTRING (-79.95919499999998 40.44110199337155, -79.95728803 40.44131845337165)"
161,P00600,POINT (-8905427.461184787 4117230.140002445),27771@1,POINT (-8905624.990942029 4117099.448940334),"LINESTRING (-79.99881600000001 40.44002699337103, -80.00059044 40.43848279337031)"
162,S16630,POINT (-8904436.829036217 4116261.862533698),27394@1,POINT (-8904290.216814063 4116326.957193062),"LINESTRING (-79.98991700000001 40.42858699336558, -79.98859996 40.42935601336598)"
163,N06210,POINT (-8913869.152130112 4122624.044816506),5697@1,POINT (-8914261.641277557 4123206.027417694),"LINESTRING (-80.07464899999999 40.50378999340109, -80.07817479000001 40.51067335340438)"
164,E09550,POINT (-8889452.001061043 4115063.140681085),19155@1,POINT (-8889288.258995647 4114838.025018948),"LINESTRING (-79.85530599999998 40.41442699335895, -79.85383508 40.41176812335767)"
165,S11310,POINT (-8899237.874857699 4108365.88420836),6070@1,POINT (-8899397.193086531 4107712.511290655),"LINESTRING (-79.943214 40.33536899332152, -79.94464517999998 40.32766111331784)"
166,W19495,POINT (-8923705.008378135 4117999.06019677),54@1,POINT (-8923462.857316203 4117473.214809443),"LINESTRING (-80.16300600000001 40.44911299337533, -80.16083072000001 40.44289917337236)"
167,S16260,POINT (-8902723.176794946 4116249.334804585),27391@1,POINT (-8902438.448254175 4116870.010510305),"LINESTRING (-79.97452299999999 40.42843899336554, -79.97196524 40.43577191336899)"
168,S09310,POINT (-8904555.050335441 4114302.974960381),27549@1,POINT (-8904226.879363386 4113611.640435752),"LINESTRING (-79.990979 40.40544899335467, -79.98803099 40.39728495335085)"
169,P03490,POINT (-8906060.535128929 4117269.917164304),5285@1,POINT (-8906100.170433624 4117341.791262546),"LINESTRING (-80.004503 40.44049699337123, -80.00485904999999 40.44134625337166)"
170,S08230,POINT (-8902889.933392154 4112207.30339675),27568@1,POINT (-8903645.901827741 4112518.134831966),"LINESTRING (-79.976021 40.38070399334296, -79.98281197999999 40.3843736233447)"
171,E41230,POINT (-8896974.972248854 4116675.854853406),5287@1,POINT (-8897485.151701549 4116430.837785888),"LINESTRING (-79.92288600000001 40.43347799336794, -79.92746902 40.43058326336659)"
172,P02490,POINT (-8905198.476992223 4117494.272156579),3923@1,POINT (-8905034.441043371 4117419.156942401),"LINESTRING (-79.99675899999998 40.44314799337247, -79.99528544 40.44226041337205)"
173,E46060,POINT (-8897166.998370472 4119040.738942363),25091@2,POINT (-8897175.257163495 4118929.769457335),"LINESTRING (-79.924611 40.46142399338111, -79.92468519000001 40.46011240338053)"
174,E53500,POINT (-8896548.06200166 4120544.75350732),27418@1,POINT (-8896613.428806653 4120850.605293813),"LINESTRING (-79.919051 40.47920299338953, -79.91963819999998 40.48281904339125)"
175,W07587,POINT (-8916378.738730555 4119583.291894401),27685@1,POINT (-8915987.531983646 4120019.284595973),"LINESTRING (-80.09719299999999 40.46783699338414, -80.09367872999999 40.47299088338655)"
176,E29055,POINT (-8897188.483032195 4119027.371174666),25091@2,POINT (-8897175.257163495 4118929.769457335),"LINESTRING (-79.92480400000001 40.46126599338103, -79.92468519000001 40.46011240338053)"
177,P01330,POINT (-8905752.068819938 4117093.964624448),27771@1,POINT (-8905624.990942029 4117099.448940334),"LINESTRING (-80.00173199999999 40.43841799337027, -80.00059044 40.43848279337031)"
178,P01940,POINT (-8905135.581479926 4117235.133320768),3923@1,POINT (-8905034.441043371 4117419.156942401),"LINESTRING (-79.99619399999999 40.44008599337105, -79.99528544 40.44226041337205)"
179,S37602,POINT (-8887259.675009361 4107216.226738657),5998@1,POINT (-8887054.076815426 4106847.664311553),"LINESTRING (-79.83561199999998 40.32180699331509, -79.83376508000001 40.317459793313)"
180,E45640,POINT (-8900230.510757104 4119448.61018792),27426@1,POINT (-8900593.509145046 4119708.539677015),"LINESTRING (-79.95213100000001 40.46624499338341, -79.95539186999999 40.46931751338487)"
181,E13640,POINT (-8899372.794080541 4118428.497274743),5935@1,POINT (-8899106.308577919 4118574.465608963),"LINESTRING (-79.94442599999999 40.45418799337767, -79.94203211999998 40.45591310337855)"
182,P00650,POINT (-8905517.518652838 4117269.070844562),8053@1,POINT (-8905686.992558816 4117315.787508943),"LINESTRING (-79.99962499999999 40.44048699337123, -80.00114740999999 40.44103899337151)"
183,P00390,POINT (-8905727.467212474 4117170.304479495),27771@1,POINT (-8905624.990942029 4117099.448940334),"LINESTRING (-80.00151099999999 40.43931999337072, -80.00059044 40.43848279337031)"
184,S09620,POINT (-8904062.350269189 4113092.159687053),27546@1,POINT (-8903624.321431255 4113021.583656439),"LINESTRING (-79.986553 40.39115099334791, -79.98261811999998 40.39031768334755)"
185,S02620,POINT (-8895429.857716642 4114508.647824781),27578@1,POINT (-8895059.579034001 4114409.3381254),"LINESTRING (-79.90900599999999 40.40787799335586, -79.90567972999999 40.40670513335526)"
186,E41950,POINT (-8897367.930051353 4119912.115243014),27428@1,POINT (-8897759.327154594 4119733.057306874),"LINESTRING (-79.92641599999999 40.47172399338599, -79.92993197999999 40.46960733338499)"
187,E17306,POINT (-8901840.969830409 4118863.825029991),1378@2,POINT (-8901956.893495342 4118518.112323667),"LINESTRING (-79.96659799999999 40.45933299338015, -79.96763936000001 40.45524709337824)"
188,W07585,POINT (-8913579.944093032 4117291.413644206),27643@1,POINT (-8913753.795081388 4117420.816532197),"LINESTRING (-80.072051 40.44075099337135, -80.07361272999999 40.44228002337206)"
189,S30810,POINT (-8889595.603204167 4109809.881562989),27763@1,POINT (-8888817.889619248 4109558.316405675),"LINESTRING (-79.856596 40.35240699332958, -79.84960968 40.34943842332816)"
190,W02730,POINT (-8914077.430897387 4120056.260348204),27677@1,POINT (-8913943.469022166 4119907.216445565),"LINESTRING (-80.07652 40.47342799338681, -80.07531659999999 40.47166608338593)"
191,E00980,POINT (-8898042.52616556 4117991.867382728),10554@1,POINT (-8898108.956071692 4117691.346147601),"LINESTRING (-79.93247599999998 40.44902799337525, -79.93307274999999 40.44547672337359)"
192,E45630,POINT (-8900372.331788374 4119428.89834286),27426@1,POINT (-8900593.509145046 4119708.539677015),"LINESTRING (-79.953405 40.46601199338328, -79.95539186999999 40.46931751338487)"
193,E41340,POINT (-8897016.271779936 4116588.081816199),3677@2,POINT (-8897318.763571855 4116216.098099852),"LINESTRING (-79.92325699999998 40.43244099336743, -79.92597432999999 40.42804634336542)"
194,S16310,POINT (-8902371.741162512 4116221.485904127),27391@1,POINT (-8902438.448254175 4116870.010510305),"LINESTRING (-79.971366 40.42810999336538, -79.97196524 40.43577191336899)"
195,E70365,POINT (-8897218.873253182 4118969.754049566),25091@2,POINT (-8897175.257163495 4118929.769457335),"LINESTRING (-79.925077 40.46058499338073, -79.92468519000001 40.46011240338053)"
196,E15730,POINT (-8899896.774923703 4117856.38694184),8054@1,POINT (-8899436.698147424 4117840.002986241),"LINESTRING (-79.94913299999999 40.44742699337449, -79.94500005999998 40.44723338337442)"
197,P02890,POINT (-8905362.116643691 4117553.342675019),3923@1,POINT (-8905034.441043371 4117419.156942401),"LINESTRING (-79.99822900000001 40.44384599337285, -79.99528544 40.44226041337205)"
198,E46630,POINT (-8900392.035338243 4119411.301445764),27426@1,POINT (-8900593.509145046 4119708.539677015),"LINESTRING (-79.953582 40.46580399338318, -79.95539186999999 40.46931751338487)"
199,E01710,POINT (-8900351.849002067 4117708.209505395),27442@1,POINT (-8900446.559624834 4117553.100639452),"LINESTRING (-79.95322099999998 40.44567599337372, -79.95407179999999 40.4438431333728)"
200,N70048,POINT (-8893335.270177877 4121309.933998676),14578@1,POINT (-8893468.76562443 4121176.325256212),"LINESTRING (-79.89018999999999 40.48824999339379, -79.89138920999999 40.48667020339305)"
201,S04160,POINT (-8895788.863074452 4114678.582796992),27578@1,POINT (-8895059.579034001 4114409.3381254),"LINESTRING (-79.91223100000001 40.40988499335675, -79.90567972999999 40.40670513335526)"
202,E35370,POINT (-8899568.827703828 4118924.65830676),5935@1,POINT (-8899106.308577919 4118574.465608963),"LINESTRING (-79.94618699999999 40.4600519933805, -79.94203211999998 40.45591310337855)"
203,E13940,POINT (-8903178.028234325 4117595.994937544),27390@1,POINT (-8902689.950153334 4117343.755545761),"LINESTRING (-79.97860899999998 40.44434999337304, -79.97422452000001 40.44136946337166)"
204,E19770,POINT (-8896605.948136872 4117053.170630015),8051@1,POINT (-8896381.073859911 4117061.954904716),"LINESTRING (-79.91957099999998 40.43793599337005, -79.91755092 40.43803978337009)"
205,W03830,POINT (-8911989.188569596 4119301.996441103),6708@1,POINT (-8911636.018579494 4119263.976088196),"LINESTRING (-80.057761 40.46451199338256, -80.05458841999999 40.4640625933824)"
206,W25430,POINT (-8916084.409996899 4112249.825665187),27665@1,POINT (-8915650.5934885 4112426.339720526),"LINESTRING (-80.09454899999999 40.38120599334318, -80.09065196 40.38328988334419)"
207,N53510,POINT (-8893237.865623431 4121286.338151434),14578@1,POINT (-8893468.76562443 4121176.325256212),"LINESTRING (-79.889315 40.48797099339367, -79.89138920999999 40.48667020339305)"
208,S70594,POINT (-8890089.082506854 4109794.204449561),6031@1,POINT (-8890490.217839148 4109561.419756173),"LINESTRING (-79.861029 40.35222199332949, -79.86463246 40.34947504332818)"
209,E70804,POINT (-8900204.239357276 4118188.608774141),5286@1,POINT (-8900585.791364748 4118069.01280795),"LINESTRING (-79.95189500000001 40.45135299337635, -79.95532253999998 40.44993965337574)"
210,P02080,POINT (-8905050.867347432 4117360.72655256),3923@1,POINT (-8905034.441043371 4117419.156942401),"LINESTRING (-79.99543299999999 40.44156999337175, -79.99528544 40.44226041337205)"
211,E46070,POINT (-8897217.203460818 4119037.523912452),25091@2,POINT (-8897175.257163495 4118929.769457335),"LINESTRING (-79.92506199999998 40.46138599338107, -79.92468519000001 40.46011240338053)"
212,P02030,POINT (-8904922.293335566 4117503.665932699),3923@1,POINT (-8905034.441043371 4117419.156942401),"LINESTRING (-79.99427799999999 40.44325899337255, -79.99528544 40.44226041337205)"
213,N17040,POINT (-8906003.762188625 4118418.766541797),27680@1,POINT (-8906098.40713289 4117918.695645886),"LINESTRING (-80.00399300000001 40.45407299337765, -80.00484320999999 40.44816330337484)"
214,N45780,POINT (-8904915.280207647 4119512.482871432),5719@1,POINT (-8905012.907401074 4120178.176042431),"LINESTRING (-79.994215 40.46699999338374, -79.995092 40.47486924338745)"
215,S00450,POINT (-8904027.841227043 4115426.508312783),38779@1,POINT (-8904045.870531771 4115332.654637319),"LINESTRING (-79.986243 40.41871899336095, -79.98640495999999 40.41761039336045)"
216,N27620,POINT (-8879736.36986308 4127659.706214934),14583@1,POINT (-8880786.604693409 4128515.478783085),"LINESTRING (-79.768029 40.56337199342915, -79.77746342 40.57350269343394)"
217,E13470,POINT (-8901938.040426379 4117833.623208097),27387@1,POINT (-8901572.893572263 4117978.561499369),"LINESTRING (-79.96746999999998 40.44715799337437, -79.96418982999998 40.44887075337524)"
218,E70007,POINT (-8892000.215524793 4115166.345504201),27452@1,POINT (-8891822.551843876 4115035.17092572),"LINESTRING (-79.878197 40.41564599335953, -79.87660102 40.41409663335878)"
219,P01600,POINT (-8904692.975184534 4117546.31856191),27409@1,POINT (-8904621.456864476 4117402.526319909),"LINESTRING (-79.99221800000001 40.44376299337281, -79.99157553999999 40.44206390337199)"
220,E11660,POINT (-8901250.753890222 4119730.575263238),27470@1,POINT (-8901191.019851463 4119553.100454503),"LINESTRING (-79.96129599999999 40.46957799338497, -79.96075939999999 40.46748011338398)"
221,E15650,POINT (-8900102.938620653 4118061.594990822),5286@1,POINT (-8900585.791364748 4118069.01280795),"LINESTRING (-79.95098499999999 40.44985199337567, -79.95532253999998 40.44993965337574)"
222,E01150,POINT (-8899938.18577428 4117802.904718889),8054@1,POINT (-8899436.698147424 4117840.002986241),"LINESTRING (-79.949505 40.4467949933742, -79.94500005999998 40.44723338337442)"
223,S00590,POINT (-8902039.118524021 4116152.582577063),27559@1,POINT (-8901868.889871895 4115776.715712347),"LINESTRING (-79.968378 40.42729599336499, -79.96684881 40.42285580336293)"
224,E41190,POINT (-8897033.303662028 4116345.916122404),3677@2,POINT (-8897318.763571855 4116216.098099852),"LINESTRING (-79.92340999999999 40.42957999336612, -79.92597432999999 40.42804634336542)"
225,N30310,POINT (-8911375.261577871 4121793.247039513),77@1,POINT (-8911905.931609236 4121318.975664942),"LINESTRING (-80.052246 40.4939649933965, -80.05701308999998 40.48835690339383)"
226,P02830,POINT (-8905893.110614775 4117447.472305667),193@1,POINT (-8905928.28868706 4117357.338787118),"LINESTRING (-80.002999 40.4425949933722, -80.00331500999999 40.44152996337172)"
227,E19800,POINT (-8897488.600379372 4117068.658840227),5287@1,POINT (-8897485.151701549 4116430.837785888),"LINESTRING (-79.92749999999999 40.4381189933701, -79.92746902 40.43058326336659)"
228,E13650,POINT (-8899385.150544019 4118415.889626308),5935@1,POINT (-8899106.308577919 4118574.465608963),"LINESTRING (-79.944537 40.45403899337765, -79.94203211999998 40.45591310337855)"
229,E41960,POINT (-8897347.558584537 4119875.401653765),27428@1,POINT (-8897759.327154594 4119733.057306874),"LINESTRING (-79.926233 40.47128999338579, -79.92993197999999 40.46960733338499)"
230,W70098,POINT (-8919277.16431234 4110172.138201717),67@1,POINT (-8918751.329999655 4110126.10278049),"LINESTRING (-80.12322999999999 40.35668199333161, -80.11850635 40.35613871333135)"
231,E70378,POINT (-8898231.435341436 4117927.131653378),27432@1,POINT (-8898313.997668173 4117831.014258461),"LINESTRING (-79.93417299999999 40.44826299337492, -79.93491467 40.44712716337439)"
232,N31500,POINT (-8898781.242306465 4121921.024344032),5851@2,POINT (-8898661.480345489 4121544.053697118),"LINESTRING (-79.93911200000001 40.49547599339716, -79.93803615999998 40.49101831339507)"
233,S01410,POINT (-8892830.102328658 4103073.897837436),39407@1,POINT (-8893044.896625727 4102946.914186486),"LINESTRING (-79.88565200000001 40.27296399329188, -79.88758153000001 40.27146725329119)"
